,200.0,217.7215,235.443,253.1646,270.8861,288.6076,306.3291,324.0506,341.7722,359.4937,377.2152,394.9367,412.6582,430.3797,448.1013,465.8228,483.5443,501.2658,518.9873,536.7089,554.4304,572.1519,589.8734,607.5949,625.3165,643.038,660.7595,678.481,696.2025,713.9241,731.6456,749.3671,767.0886,784.8101,802.5316,820.2532,837.9747,855.6962,873.4177,891.1392,908.8608,926.5823,944.3038,962.0253,979.7468,997.4684,1015.1899,1032.9114,1050.6329,1068.3544,1086.0759,1103.7975,1121.519,1139.2405,1156.962,1174.6835,1192.4051,1210.1266,1227.8481,1245.5696,1263.2911,1281.0127,1298.7342,1316.4557,1334.1772,1351.8987,1369.6203,1387.3418,1405.0633,1422.7848,1440.5063,1458.2278,1475.9494,1493.6709,1511.3924,1529.1139,1546.8354,1564.557,1582.2785,1600.0
0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001414,0.029126,0.034276,0.167085,0.316534,0.346621,0.159933,0.106921,0.110585,0.097506,0.094912,0.07112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.101365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336583,0.0,0.0,0.0,0.0,0.0,0.0,0.075179,0.083326,0.084042,0.090183,0.087624,0.095261,0.104807,0.125641,0.18476,0.338209,0.414897,0.401674,0.405746,0.115068,0.107873,0.094609,0.062762,0.031785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336583,0.336583,0.0,0.0,0.0,0.0,0.0,0.336583,0.0,0.0,0.328805,0.308299,0.277893,0.260215,0.0,0.125158,0.124451,0.0,0.0,0.0
0.202629,0.307591,0.336583,0.0,0.336583,0.336583,0.0,0.0,0.336583,0.336583,0.0,0.336583,0.336583,0.336583,0.0,0.336583,0.336583,0.336583,0.336583,0.0,0.0,0.0,0.0,0.0,0.034672,0.046193,0.053999,0.082323,0.086896,0.091409,0.089176,0.102949,0.099249,0.131348,0.184319,0.207845,0.415754,0.408066,0.390647,0.328821,0.242222,0.077573,0.067885,0.059854,0.012035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336583,0.336583,0.336583,0.0,0.336583,0.0,0.336583,0.0,0.0,0.336583,0.294864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.303894,0.0,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.0,0.336583,0.0,0.336583,0.336583,0.0,0.336583,0.336583,0.336583,0.336583,0.0,0.0,0.0,0.032842,0.041871,0.04035,0.045932,0.062911,0.086435,0.090952,0.099492,0.096016,0.146434,0.161521,0.18145,0.222563,0.547686,0.404266,0.450853,0.368745,0.309877,0.084363,0.074825,0.065273,0.046862,0.013771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336583,0.336583,0.336583,0.336583,0.336583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.405158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002912,0.029126,0.041846,0.050377,0.036008,0.056058,0.055001,0.070592,0.114752,0.142146,0.151637,0.160057,0.178381,0.140544,0.265437,0.4542,0.453952,0.380543,0.362945,0.374229,0.07861,0.083245,0.082609,0.077082,0.063845,0.046312,0.023467,0.003516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336583,0.0,0.0,0.336583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.506423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027578,0.029126,0.03109,0.032741,0.052869,0.056321,0.058073,0.066964,0.079749,0.09507,0.101467,0.110715,0.121605,0.170339,0.19685,0.349931,0.388782,0.371252,0.369477,0.237684,0.082626,0.083756,0.082596,0.08208,0.079447,0.071928,0.059767,0.039811,0.015101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.607687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027849,0.029126,0.041678,0.043802,0.048403,0.042297,0.060912,0.055294,0.072423,0.087101,0.1054,0.115706,0.127596,0.19568,0.201882,0.363377,0.378038,0.366854,0.404145,0.081641,0.082062,0.081531,0.080738,0.080245,0.078792,0.07903,0.075427,0.068465,0.056391,0.038943,0.015685,0.000707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.708952,0.0,0.0,0.0,0.0,0.336583,0.336583,0.0,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.336583,0.0,0.0,0.0,0.0,0.027194,0.028241,0.033634,0.036596,0.044172,0.04665,0.110141,0.112827,0.050887,0.064239,0.075618,0.102161,0.122407,0.139052,0.195394,0.206415,0.382339,0.376102,0.388168,0.254018,0.080106,0.080028,0.079247,0.077713,0.077436,0.076289,0.075198,0.075067,0.073608,0.069376,0.063735,0.053622,0.034996,0.015143,0.000707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.810216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027194,0.028573,0.030916,0.03311,0.038198,0.044629,0.039645,0.0434,0.050206,0.061439,0.072414,0.09382,0.125377,0.180475,0.207397,0.305645,0.420917,0.410053,0.381658,0.070093,0.071301,0.071,0.070143,0.070138,0.069672,0.069174,0.068608,0.067688,0.0667,0.065658,0.06474,0.062351,0.056378,0.047736,0.035052,0.019184,0.004963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
