run_id,pair_id,mgo_bin_index,mgo_bin_center,mgo_target,mgo_upper,al_type,al_ti_upper,replicate,olivine_fo,mode_olivine,mode_opx,mode_cpx,mode_plag,trapped_liquid,source_sample,source_terrane,source_rocktype,layer,SiO2_pct,TiO2_pct,Al2O3_pct,FeOtot_pct,MgO_pct,CaO_pct,Na2O_pct
p0054_upper,54,3,13.0,12.6261,12.6261,Al_depleted,9.484,6,0.851,0.3813,0.1078,0.3343,0.1765,0.15,83533,MURCHISON,metabasalt,upper,52.607,1.0037,9.5198,13.1388,12.6261,11.0412,0.0634
p0054_lower,54,3,13.0,12.6261,12.6261,Al_depleted,9.484,6,0.851,0.3813,0.1078,0.3343,0.1765,0.15,83533,MURCHISON,metabasalt,lower,48.0848,0.291,7.4717,8.7854,24.6046,10.3201,0.4423
p0055_upper,55,3,13.0,13.8434,13.8434,Al_depleted,13.576,7,0.88,0.4422,0.123,0.3039,0.1309,0.15,212087,Youanmi,amphibolite,upper,52.5117,0.6118,8.3061,11.2154,13.8434,12.5161,0.9955
p0055_lower,55,3,13.0,13.8434,13.8434,Al_depleted,13.576,7,0.88,0.4422,0.123,0.3039,0.1309,0.15,212087,Youanmi,amphibolite,lower,47.8441,0.221,5.947,8.1821,27.9509,9.3697,0.4853
p0056_upper,56,3,13.0,12.6714,12.6714,Al_undepleted,20.472,0,0.876,0.3836,0.1084,0.3332,0.1748,0.15,204001,Kalgoorlie,basalt,upper,51.1986,0.5438,11.1324,10.6539,12.6714,11.9532,1.8468
p0056_lower,56,3,13.0,12.6714,12.6714,Al_undepleted,20.472,0,0.876,0.3836,0.1084,0.3332,0.1748,0.15,204001,Kalgoorlie,basalt,lower,47.9971,0.2215,7.664,7.6953,25.3022,10.4135,0.7065
p0057_upper,57,3,13.0,12.537,12.537,Al_undepleted,19.04,1,0.8783,0.3768,0.1067,0.3366,0.1799,0.15,182274,Kalgoorlie,metabasalt,upper,52.7868,0.6201,11.8071,10.326,12.537,8.573,3.3501
p0057_lower,57,3,13.0,12.537,12.537,Al_undepleted,19.04,1,0.8783,0.3768,0.1067,0.3366,0.1799,0.15,182274,Kalgoorlie,metabasalt,lower,48.291,0.2342,7.9136,7.5188,25.0643,10.0352,0.943
p0058_upper,58,3,13.0,12.241,12.241,Al_undepleted,20.12,2,0.8693,0.362,0.103,0.344,0.191,0.15,83213,MURCHISON,metakomatiite,upper,52.6269,0.5174,10.4095,10.9399,12.241,13.1929,0.0724
p0058_lower,58,3,13.0,12.241,12.241,Al_undepleted,20.12,2,0.8693,0.362,0.103,0.344,0.191,0.15,83213,MURCHISON,metakomatiite,lower,48.3139,0.2215,8.0302,7.731,24.2151,11.0141,0.4743
p0059_upper,59,3,13.0,12.7233,12.7233,Al_undepleted,20.825,3,0.8779,0.3862,0.109,0.3319,0.1729,0.15,204106,Kalgoorlie,Variolitic metabasalt,upper,53.1448,0.6054,12.6065,10.5119,12.7233,8.5176,1.8904
p0059_lower,59,3,13.0,12.7233,12.7233,Al_undepleted,20.825,3,0.8779,0.3862,0.109,0.3319,0.1729,0.15,204106,Kalgoorlie,Variolitic metabasalt,lower,48.2834,0.2303,7.8281,7.6409,25.4609,9.8475,0.7089
p0060_upper,60,3,13.0,12.7367,12.7367,Al_undepleted,22.071,4,0.8902,0.3868,0.1092,0.3316,0.1724,0.15,80685,MURCHISON,metabasalt,upper,55.9861,0.5979,13.1958,9.3375,12.7367,7.8043,0.3416
p0060_lower,60,3,13.0,12.7367,12.7367,Al_undepleted,22.071,4,0.8902,0.3868,0.1092,0.3316,0.1724,0.15,80685,MURCHISON,metabasalt,lower,48.7756,0.229,7.9018,7.0987,25.7923,9.7275,0.4752
p0061_upper,61,3,13.0,13.2994,13.2994,Al_undepleted,25.953,5,0.9042,0.415,0.1162,0.3175,0.1513,0.15,83210,MURCHISON,metabasalt,upper,53.1978,0.4457,11.5683,8.3759,13.2994,13.0403,0.0726
p0061_lower,61,3,13.0,13.2994,13.2994,Al_undepleted,25.953,5,0.9042,0.415,0.1162,0.3175,0.1513,0.15,83210,MURCHISON,metabasalt,lower,48.2686,0.201,7.0368,6.721,27.4106,9.9721,0.39
p0062_upper,62,3,13.0,12.3231,12.3231,Al_undepleted,24.9,6,0.8742,0.3662,0.104,0.3419,0.1879,0.15,204524,Kalgoorlie,amphibolite derived from volcanic rock,upper,50.2168,0.5135,12.7853,10.5339,12.3231,12.5285,1.0988
p0062_lower,62,3,13.0,12.3231,12.3231,Al_undepleted,24.9,6,0.8742,0.3662,0.104,0.3419,0.1879,0.15,204524,Kalgoorlie,amphibolite derived from volcanic rock,lower,47.9517,0.2201,8.2963,7.5684,24.5063,10.8352,0.6219
p0063_upper,63,3,13.0,12.6067,12.6067,Al_undepleted,21.176,7,0.8827,0.3803,0.1076,0.3348,0.1772,0.15,204604,Kalgoorlie,metabasalt,upper,53.2873,0.5403,11.4414,9.9518,12.6067,9.6405,2.5319
p0063_lower,63,3,13.0,12.6067,12.6067,Al_undepleted,21.176,7,0.8827,0.3803,0.1076,0.3348,0.1772,0.15,204604,Kalgoorlie,metabasalt,lower,48.3688,0.2216,7.7817,7.3611,25.3239,10.1284,0.8146
p0064_upper,64,4,15.0,14.3665,14.3665,Al_depleted,14.196,0,0.8949,0.4683,0.1296,0.2908,0.1113,0.15,180220,East Pilbara Terrane,Komatiitic basalt,upper,54.3395,0.6907,9.8051,10.0298,14.3665,7.646,3.1223
p0064_lower,64,4,15.0,14.3665,14.3665,Al_depleted,14.196,0,0.8949,0.4683,0.1296,0.2908,0.1113,0.15,180220,East Pilbara Terrane,Komatiitic basalt,lower,48.0549,0.228,5.5954,7.6892,29.5345,8.1349,0.763
p0065_upper,65,4,15.0,14.1369,14.1369,Al_depleted,4.592,1,0.856,0.4568,0.1267,0.2966,0.1199,0.15,99938,Kalgoorlie,Komatiitic basalt,upper,48.8945,1.7963,8.2483,14.1263,14.1369,12.2236,0.574
p0065_lower,65,4,15.0,14.1369,14.1369,Al_depleted,4.592,1,0.856,0.4568,0.1267,0.2966,0.1199,0.15,99938,Kalgoorlie,Komatiitic basalt,lower,47.0485,0.3961,5.6147,9.5982,27.9004,9.0433,0.3987
p0066_upper,66,4,15.0,14.6292,14.6292,Al_depleted,10.615,2,0.8805,0.4815,0.1329,0.2843,0.1014,0.15,81506,MURCHISON,amphibolite,upper,53.2103,0.6816,7.2359,11.7951,14.6292,12.3011,0.1468
p0066_lower,66,4,15.0,14.6292,14.6292,Al_depleted,10.615,2,0.8805,0.4815,0.1329,0.2843,0.1014,0.15,81506,MURCHISON,amphibolite,lower,47.7028,0.2242,4.92,8.5996,29.6769,8.5811,0.2953
p0067_upper,67,4,15.0,14.3665,14.3665,Al_depleted,14.196,3,0.8949,0.4683,0.1296,0.2908,0.1113,0.15,180220,East Pilbara Terrane,Komatiitic basalt,upper,54.3395,0.6907,9.8051,10.0298,14.3665,7.646,3.1223
p0067_lower,67,4,15.0,14.3665,14.3665,Al_depleted,14.196,3,0.8949,0.4683,0.1296,0.2908,0.1113,0.15,180220,East Pilbara Terrane,Komatiitic basalt,lower,48.0549,0.228,5.5954,7.6892,29.5345,8.1349,0.763
p0068_upper,68,4,15.0,14.4704,14.4704,Al_depleted,8.057,4,0.8724,0.4735,0.1309,0.2882,0.1074,0.15,165383,SOUTHERN CROSS,komatiitic basalt,upper,55.492,1.0085,8.1254,12.5788,14.4704,8.2701,0.0548
p0068_lower,68,4,15.0,14.4704,14.4704,Al_depleted,8.057,4,0.8724,0.4735,0.1309,0.2882,0.1074,0.15,165383,SOUTHERN CROSS,komatiitic basalt,lower,48.0394,0.2748,5.2285,8.9479,29.0867,8.1286,0.2941
p0069_upper,69,4,15.0,14.3665,14.3665,Al_depleted,14.196,5,0.8949,0.4683,0.1296,0.2908,0.1113,0.15,180220,East Pilbara Terrane,Komatiitic basalt,upper,54.3395,0.6907,9.8051,10.0298,14.3665,7.646,3.1223
p0069_lower,69,4,15.0,14.3665,14.3665,Al_depleted,14.196,5,0.8949,0.4683,0.1296,0.2908,0.1113,0.15,180220,East Pilbara Terrane,Komatiitic basalt,lower,48.0549,0.228,5.5954,7.6892,29.5345,8.1349,0.763
p0070_upper,70,4,15.0,14.4704,14.4704,Al_depleted,8.057,6,0.8724,0.4735,0.1309,0.2882,0.1074,0.15,165383,SOUTHERN CROSS,komatiitic basalt,upper,55.492,1.0085,8.1254,12.5788,14.4704,8.2701,0.0548
p0070_lower,70,4,15.0,14.4704,14.4704,Al_depleted,8.057,6,0.8724,0.4735,0.1309,0.2882,0.1074,0.15,165383,SOUTHERN CROSS,komatiitic basalt,lower,48.0394,0.2748,5.2285,8.9479,29.0867,8.1286,0.2941
p0071_upper,71,4,15.0,14.1058,14.1058,Al_depleted,12.863,7,0.8785,0.4553,0.1263,0.2974,0.121,0.15,83457,MURCHISON,metabasalt,upper,52.9151,0.7599,9.7752,11.5965,14.1058,10.7746,0.0729
p0071_lower,71,4,15.0,14.1058,14.1058,Al_depleted,12.863,7,0.8785,0.4553,0.1263,0.2974,0.121,0.15,83457,MURCHISON,metabasalt,lower,47.8108,0.2408,5.8783,8.4114,28.4772,8.8556,0.3259
p0072_upper,72,4,15.0,14.866,14.866,Al_undepleted,24.535,0,0.8969,0.4933,0.1358,0.2784,0.0925,0.15,81448,MURCHISON,komatiite,upper,52.0046,0.4518,11.0838,10.1528,14.866,11.3465,0.0946
p0072_lower,72,4,15.0,14.866,14.866,Al_undepleted,24.535,0,0.8969,0.4933,0.1358,0.2784,0.0925,0.15,81448,MURCHISON,komatiite,lower,47.5661,0.1875,5.2367,7.8205,30.7106,8.2099,0.2686
p0073_upper,73,4,15.0,15.7466,15.7466,Al_undepleted,23.167,1,0.8983,0.5373,0.1468,0.2563,0.0595,0.15,83434,MURCHISON,metabasalt,upper,52.2068,0.5073,11.7518,10.5933,15.7466,9.1626,0.0317
p0073_lower,73,4,15.0,15.7466,15.7466,Al_undepleted,23.167,1,0.8983,0.5373,0.1468,0.2563,0.0595,0.15,83434,MURCHISON,metabasalt,lower,47.3387,0.1878,4.3663,8.1607,32.7228,7.0346,0.1891
p0074_upper,74,4,15.0,14.8296,14.8296,Al_undepleted,21.7,2,0.9097,0.4915,0.1354,0.2793,0.0939,0.15,81787,MURCHISON,komatiite,upper,57.4297,0.5365,11.6426,8.7477,14.8296,6.5242,0.2897
p0074_lower,74,4,15.0,14.8296,14.8296,Al_undepleted,21.7,2,0.9097,0.4915,0.1354,0.2793,0.0939,0.15,81787,MURCHISON,komatiite,lower,48.4858,0.2006,5.3608,7.0943,31.0368,7.5208,0.3008
p0075_upper,75,4,15.0,14.239,14.239,Al_undepleted,26.163,3,0.8896,0.4619,0.128,0.294,0.116,0.15,204691,Kalgoorlie,Ultramafic,upper,48.7451,0.4469,11.6926,10.5023,14.239,13.1477,1.2264
p0075_lower,75,4,15.0,14.239,14.239,Al_undepleted,26.163,3,0.8896,0.4619,0.128,0.294,0.116,0.15,204691,Kalgoorlie,Ultramafic,lower,47.2178,0.1926,6.0194,7.9039,29.0941,9.0838,0.4885
p0076_upper,76,4,15.0,14.866,14.866,Al_undepleted,24.535,4,0.8969,0.4933,0.1358,0.2784,0.0925,0.15,81448,MURCHISON,komatiite,upper,52.0046,0.4518,11.0838,10.1528,14.866,11.3465,0.0946
p0076_lower,76,4,15.0,14.866,14.866,Al_undepleted,24.535,4,0.8969,0.4933,0.1358,0.2784,0.0925,0.15,81448,MURCHISON,komatiite,lower,47.5661,0.1875,5.2367,7.8205,30.7106,8.2099,0.2686
p0077_upper,77,4,15.0,15.362,15.362,Al_undepleted,16.944,5,0.8976,0.5181,0.142,0.2659,0.0739,0.15,83415,MURCHISON,komatiite,upper,55.9152,0.5757,9.7545,10.4078,15.362,7.8462,0.1386
p0077_lower,77,4,15.0,15.362,15.362,Al_undepleted,16.944,5,0.8976,0.5181,0.142,0.2659,0.0739,0.15,83415,MURCHISON,komatiite,lower,48.0075,0.2016,4.4903,8.0161,31.8417,7.207,0.2358
p0078_upper,78,4,15.0,14.389,14.389,Al_undepleted,17.705,6,0.8832,0.4695,0.1299,0.2903,0.1104,0.15,81657,MURCHISON,komatiite,upper,51.0442,0.6407,11.3432,11.3028,14.389,11.1856,0.0945
p0078_lower,78,4,15.0,14.389,14.389,Al_undepleted,17.705,6,0.8832,0.4695,0.1299,0.2903,0.1104,0.15,81657,MURCHISON,komatiite,lower,47.4725,0.2203,5.8015,8.3194,29.2349,8.6448,0.3066
p0079_upper,79,4,15.0,14.866,14.866,Al_undepleted,24.535,7,0.8969,0.4933,0.1358,0.2784,0.0925,0.15,81448,MURCHISON,komatiite,upper,52.0046,0.4518,11.0838,10.1528,14.866,11.3465,0.0946
p0079_lower,79,4,15.0,14.866,14.866,Al_undepleted,24.535,7,0.8969,0.4933,0.1358,0.2784,0.0925,0.15,81448,MURCHISON,komatiite,lower,47.5661,0.1875,5.2367,7.8205,30.7106,8.2099,0.2686
p0080_upper,80,5,17.0,17.4815,17.4815,Al_depleted,10.2,0,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,upper,51.0503,0.845,8.6193,12.5079,17.4815,9.3798,0.1162
p0080_lower,80,5,17.0,17.4815,17.4815,Al_depleted,10.2,0,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,lower,46.3858,0.2146,2.9386,9.2003,35.5786,5.5509,0.1312
p0081_upper,81,5,17.0,16.0548,16.0548,Al_depleted,10.482,1,0.8741,0.5527,0.15,0.2479,0.0493,0.15,83472,MURCHISON,metabasalt,upper,50.6069,0.8738,9.1591,13.7357,16.0548,9.496,0.0737
p0081_lower,81,5,17.0,16.0548,16.0548,Al_depleted,10.482,1,0.8741,0.5527,0.15,0.2479,0.0493,0.15,83472,MURCHISON,metabasalt,lower,46.8005,0.2397,3.6726,9.7911,32.5289,6.7938,0.1734
p0082_upper,82,5,17.0,17.5501,17.5501,Al_depleted,6.977,2,0.8706,0.6275,0.15,0.1919,0.0306,0.15,207666,MURCHISON,komatiite,upper,49.0338,0.936,6.5308,15.5044,17.5501,10.3599,0.0851
p0082_lower,82,5,17.0,17.5501,17.5501,Al_depleted,6.977,2,0.8706,0.6275,0.15,0.1919,0.0306,0.15,207666,MURCHISON,komatiite,lower,45.8504,0.2272,2.5938,10.7484,34.8169,5.6392,0.1242
p0083_upper,83,5,17.0,17.4815,17.4815,Al_depleted,10.2,3,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,upper,51.0503,0.845,8.6193,12.5079,17.4815,9.3798,0.1162
p0083_lower,83,5,17.0,17.4815,17.4815,Al_depleted,10.2,3,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,lower,46.3858,0.2146,2.9386,9.2003,35.5786,5.5509,0.1312
p0084_upper,84,5,17.0,16.0548,16.0548,Al_depleted,10.482,4,0.8741,0.5527,0.15,0.2479,0.0493,0.15,83472,MURCHISON,metabasalt,upper,50.6069,0.8738,9.1591,13.7357,16.0548,9.496,0.0737
p0084_lower,84,5,17.0,16.0548,16.0548,Al_depleted,10.482,4,0.8741,0.5527,0.15,0.2479,0.0493,0.15,83472,MURCHISON,metabasalt,lower,46.8005,0.2397,3.6726,9.7911,32.5289,6.7938,0.1734
p0085_upper,85,5,17.0,17.4815,17.4815,Al_depleted,10.2,5,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,upper,51.0503,0.845,8.6193,12.5079,17.4815,9.3798,0.1162
p0085_lower,85,5,17.0,17.4815,17.4815,Al_depleted,10.2,5,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,lower,46.3858,0.2146,2.9386,9.2003,35.5786,5.5509,0.1312
p0086_upper,86,5,17.0,17.5501,17.5501,Al_depleted,6.977,6,0.8706,0.6275,0.15,0.1919,0.0306,0.15,207666,MURCHISON,komatiite,upper,49.0338,0.936,6.5308,15.5044,17.5501,10.3599,0.0851
p0086_lower,86,5,17.0,17.5501,17.5501,Al_depleted,6.977,6,0.8706,0.6275,0.15,0.1919,0.0306,0.15,207666,MURCHISON,komatiite,lower,45.8504,0.2272,2.5938,10.7484,34.8169,5.6392,0.1242
p0087_upper,87,5,17.0,17.4815,17.4815,Al_depleted,10.2,7,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,upper,51.0503,0.845,8.6193,12.5079,17.4815,9.3798,0.1162
p0087_lower,87,5,17.0,17.4815,17.4815,Al_depleted,10.2,7,0.8925,0.6241,0.15,0.1944,0.0315,0.15,83459,MURCHISON,metabasalt,lower,46.3858,0.2146,2.9386,9.2003,35.5786,5.5509,0.1312
p0088_upper,88,5,17.0,16.447,16.447,Al_undepleted,18.5,0,0.8946,0.5724,0.15,0.2332,0.0444,0.15,211009,Kalgoorlie,basalt,upper,49.3624,0.4708,8.7104,11.5157,16.447,12.9479,0.5457
p0088_lower,88,5,17.0,16.447,16.447,Al_undepleted,18.5,0,0.8946,0.5724,0.15,0.2332,0.0444,0.15,211009,Kalgoorlie,basalt,lower,46.6073,0.1735,3.4257,8.6745,33.9131,6.9751,0.2309
p0089_upper,89,5,17.0,16.0878,16.0878,Al_undepleted,26.023,1,0.9027,0.5544,0.15,0.2467,0.0489,0.15,204561,Kalgoorlie,meta-ultramafic rock,upper,49.0885,0.4538,11.808,10.3001,16.0878,10.519,1.7428
p0089_lower,89,5,17.0,16.0878,16.0878,Al_undepleted,26.023,1,0.9027,0.5544,0.15,0.2467,0.0489,0.15,204561,Kalgoorlie,meta-ultramafic rock,lower,46.7917,0.1762,4.0552,8.0374,33.5976,6.919,0.4229
p0090_upper,90,5,17.0,16.8195,16.8195,Al_undepleted,19.83,2,0.8958,0.591,0.15,0.2193,0.0398,0.15,91976,Kalgoorlie,Komatiitic basalt,upper,49.2352,0.4791,9.5005,11.6212,16.8195,9.3272,3.0173
p0090_lower,90,5,17.0,16.8195,16.8195,Al_undepleted,19.83,2,0.8958,0.591,0.15,0.2193,0.0398,0.15,91976,Kalgoorlie,Komatiitic basalt,lower,46.435,0.1693,3.3739,8.7311,34.59,6.1116,0.5893
p0091_upper,91,5,17.0,17.4442,17.4442,Al_undepleted,16.276,3,0.8973,0.6222,0.15,0.1958,0.0319,0.15,207511,SOUTHERN CROSS,komatiitic basalt,upper,49.075,0.6095,9.9201,11.8668,17.4442,10.9814,0.103
p0091_lower,91,5,17.0,17.4442,17.4442,Al_undepleted,16.276,3,0.8973,0.6222,0.15,0.1958,0.0319,0.15,207511,SOUTHERN CROSS,komatiitic basalt,lower,46.1496,0.1798,3.151,8.8598,35.706,5.8234,0.1305
p0092_upper,92,5,17.0,17.2404,17.2404,Al_undepleted,22.209,4,0.8918,0.612,0.15,0.2035,0.0345,0.15,91863,Kalgoorlie,Komatiitic basalt,upper,50.4674,0.4493,9.9785,12.4291,17.2404,9.1949,0.2403
p0092_lower,92,5,17.0,17.2404,17.2404,Al_undepleted,22.209,4,0.8918,0.612,0.15,0.2035,0.0345,0.15,91863,Kalgoorlie,Komatiitic basalt,lower,46.3983,0.1587,3.253,9.1576,35.1442,5.7302,0.158
p0093_upper,93,5,17.0,17.2941,17.2941,Al_undepleted,24.634,5,0.8869,0.6147,0.15,0.2015,0.0338,0.15,91968,Kalgoorlie,Komatiitic basalt,upper,49.3668,0.4297,10.5861,13.0997,17.2941,8.8252,0.3983
p0093_lower,93,5,17.0,17.2941,17.2941,Al_undepleted,24.634,5,0.8869,0.6147,0.15,0.2015,0.0338,0.15,91968,Kalgoorlie,Komatiitic basalt,lower,46.1651,0.155,3.3196,9.5089,35.0429,5.6286,0.1799
p0094_upper,94,5,17.0,16.447,16.447,Al_undepleted,18.5,6,0.8946,0.5724,0.15,0.2332,0.0444,0.15,211009,Kalgoorlie,basalt,upper,49.3624,0.4708,8.7104,11.5157,16.447,12.9479,0.5457
p0094_lower,94,5,17.0,16.447,16.447,Al_undepleted,18.5,6,0.8946,0.5724,0.15,0.2332,0.0444,0.15,211009,Kalgoorlie,basalt,lower,46.6073,0.1735,3.4257,8.6745,33.9131,6.9751,0.2309
p0095_upper,95,5,17.0,17.4442,17.4442,Al_undepleted,16.276,7,0.8973,0.6222,0.15,0.1958,0.0319,0.15,207511,SOUTHERN CROSS,komatiitic basalt,upper,49.075,0.6095,9.9201,11.8668,17.4442,10.9814,0.103
p0095_lower,95,5,17.0,17.4442,17.4442,Al_undepleted,16.276,7,0.8973,0.6222,0.15,0.1958,0.0319,0.15,207511,SOUTHERN CROSS,komatiitic basalt,lower,46.1496,0.1798,3.151,8.8598,35.706,5.8234,0.1305
