,UC_mean_empirical
SiO2_pct,51.85735314766819
TiO2_pct,0.7283882085194027
Al2O3_pct,11.554929737220458
FeOtot_pct,11.381698188787954
MgO_pct,13.284154490311101
CaO_pct,9.834539764314968
Na2O_pct,1.3589364631779213
