SiO2_pct,TiO2_pct,Al2O3_pct,FeOtot_pct,MgO_pct,CaO_pct,Na2O_pct
50.2887389297485,0.6714552080896152,9.553501742679988,11.776286438772225,16.281802327222582,10.63886962747378,0.7893457260133071
50.68990597140961,0.7117065165567943,10.586003887572943,10.746632756043184,16.69842393297654,9.643584208419517,0.9237427270214135
50.5113997440102,0.6393988266722144,10.336387908235137,11.466212427039087,15.767991194668829,10.471555987974575,0.8070539113999514
49.88840483991699,0.7050731271263596,10.933479220330577,11.012621326961032,15.950146347533794,10.493005177048909,1.017269961082342
49.81224395628815,0.6625646897363062,10.563501717915857,11.548505659805562,16.100669180612268,10.413878455470805,0.8986363401710489
51.506886093310335,0.5638055840727344,10.227795870054354,11.253095047953956,15.534143927630002,9.898627014094046,1.015646462884575
50.9481573166259,0.5656251267894616,10.46912660919423,10.786884856514588,16.72312331564684,9.64099522467079,0.8660875505581884
51.027495825702694,0.5974867166224239,9.884678385730268,10.579519659223852,15.947737210189668,10.901940753673871,1.061141448857232
50.36155907513513,0.6515780028679186,10.609664950493181,11.217470829006919,15.661250083069941,10.554792709557496,0.9436843498694043
51.28721149137878,0.5625768382341843,12.197699558377966,11.5619869212375,13.345594470511063,10.066409064791635,0.9785216554688722
49.67399437125784,0.7034993249028508,11.426283402540934,10.621338323086508,16.079354520618537,10.188357725980953,1.3071723316123733
51.139294083403186,0.6673860903134365,11.12390525347564,11.238181077999103,13.723746107289722,10.970377534449737,1.1371098530691806
51.762485544777654,0.773185730669679,11.248976106276757,12.0023905946376,13.277901490056868,10.046841297743711,0.8882192358377422
49.36926901636284,0.6156125465120904,10.94656357305481,11.107422300588405,15.867528125121138,11.139233566460367,0.9543708719003482
49.514583521395615,0.6188017496041651,10.07202793524221,11.714443734764965,16.623615176990363,10.337339231015761,1.1191886509869078
50.36704002800008,0.6415462620086851,10.575352734846376,11.447077341006983,15.909190275085043,10.140665731952906,0.9191276270999229
50.73494755316104,0.6180766840972547,10.586948241753932,11.683631690504987,15.48979438974382,9.764945821040964,1.1216556196980045
50.77538555948107,0.5938179463514698,11.088012741435977,10.37756176315401,15.8164925174676,10.314416016691348,1.0343134554185291
50.3614422311353,0.6226576542154981,11.180878601210022,11.269749632416254,15.83354854652942,9.846053302161208,0.8856700323322839
50.614535263472405,0.6894136488303682,10.93643932360364,11.011093404251927,16.737574628915738,9.132716806858097,0.878226924067828
49.88437462970703,0.7356255548944072,10.396414406598907,11.442776639114184,15.145058903003077,11.469235718227708,0.9265141484546909
51.376816478128134,0.6596192189122765,11.471746820578812,10.864540247157052,14.47056467728613,10.228955347080193,0.9277572108573888
51.054756725001404,0.6646004884647627,11.144817963842009,11.342762801378482,14.329503728472723,10.648039733481209,0.8155185593594056
50.34596888807754,0.6051698876020327,9.78480032804695,11.213561788664423,16.395950893726937,10.460799245971549,1.193748967910564
50.53535020519247,0.6546451003676681,9.762313508513547,11.872387483922886,15.674135677826543,10.471615358857624,1.0295526653192557
51.24709492446075,0.6292020605434946,10.772916597520213,10.595423216153767,15.447109792793752,10.247800501103475,1.0604529074245508
50.80022292437289,0.7129648945996773,10.29423113886515,11.425903243000898,15.834706691100687,9.980556570818601,0.9514145372420894
49.52175093976447,0.5363365705760147,11.457700895504427,11.296091047119113,15.450350018197295,10.574745644832943,1.1630248840057242
